검색조건
대출기간,2022-01-01 ~ 2022-07-09
성별,전체
연령,20대, 30대
지역,전체
ISBN 부가기호,전체
주제,기술과학
세부주제,기술과학

제공기관 : 국립중앙도서관
데이터 제공일 : 2022-07-10
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"149","(과학하는 마음을 키우는) Why+ 기술과학 ","기획구성: 아사히 신문 출판사 ;만화: 오가켄","예림당","2012","10","9788930207843","73730","500","15",
"149","위대한 발명의 실수투성이 역사 ","지은이: 샬럿 폴츠 존스 ;옮긴이: 원지인","푸른책들","2018","","9788961706520","74800","507.5","15",
"149","(세계를 바꾸는) 착한 특허 이야기 ","글: 김연희 ;송영훈","북멘토","2020","","9788963193649","74500","502","15",
"149","꿈을 이루어 주는 아이디어 노트 :아이디어가 폭발하는 10가지 창의력 훈련법 ","임지선,임광희 그림","토토북","2011","","9788964960486","73810","507.5","15",
"149","쓸모없는 아이디어는 없다 :창의력 실전기술 ","김은기 지음","전파과학사","2017","","9788970445854","03500","507.5","15",
"149","로봇 박물관에 놀러 갔어요 ","글: 아이글터 ;그림: Zuni","로보타","c2013","3","9791195123834","74810","500","15",
"156","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","","9788937883279","77400","507.5","14",
"156","우리의 상상은 현실이 된다 :cross technologies ","김명철 지음","한국교육방송공사","2020","","9788954756686","04400","500","14",
"156","적정기술 :세상을 행복하게 하는 작은 노력 ","임정진 글 ;심성엽 그림","미래M&B","2014","15","9788983947697","77610","500","14",
"156","(스타트업을 위한) 특허 비즈니스 :스타트업 전문 변리사가 비즈니스 기회를 발견하는 33가지 방법 ","이동기 지음","라온아시아","2018","","9791189089023","03320","502.9","14",
"156","발명의 역사 :60개 플랩을 열면 <과학>, <사회> 지식이 쏙쏙! ","알렉스 프리스 글 ;배장열 옮김","비룡소인터내셔널","2020","21","9791190183048","74370","507.5","14",
